,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude
0,",",Paradise Lane,"1522 Wilkes Ave, IL",62305.0,Not found,https://www.mhvillage.com/parks/128978,62305.0,",1522 Wilkes Ave, IL62305.0",,
1,",",Swansea MHP,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/129240,62226.0,",Swansea, IL62226.0",,
2,"1 Birch Drive,",Wildwood Estates,"Sandwich, IL",60548.0,476,https://www.mhvillage.com/parks/83,60548.0,"1 Birch Drive,Sandwich, IL60548.0",,
3,"1 C Circle Dr,",Country Circle Trailer Park,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57793,62966.0,"1 C Circle Dr,Murphysboro, IL62966.0",,
4,"1 Coachlight Dr,",Coachlight Mobile Home Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/57662,61832.0,"1 Coachlight Dr,Danville, IL61832.0",,
5,"1 Dars Road,",Greentree Mobile Home Park,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/36811,62966.0,"1 Dars Road,Murphysboro, IL62966.0",,
6,"1 Esquire Est,",Esquire Estates Mobile Home Park,"Brimfield, IL",61517.0,Not found,https://www.mhvillage.com/parks/11145,61517.0,"1 Esquire Est,Brimfield, IL61517.0",,
7,"1 Fern St.,","Spruce Commons MHC, LLC","Urbana, IL",61802.0,34,https://www.mhvillage.com/parks/110926,61802.0,"1 Fern St.,Urbana, IL61802.0",,
8,"1 Fountain Ln,",Ron's Court,"Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/107376,62278.0,"1 Fountain Ln,Red Bud, IL62278.0",,
9,"1 Fountain Valley,",Fountain Valley,"Rantoul, IL",61866.0,190,https://www.mhvillage.com/parks/10218,61866.0,"1 Fountain Valley,Rantoul, IL61866.0",,
10,"1 Happy Ours Ln,",Happy Ours Trailer Court,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57785,62966.0,"1 Happy Ours Ln,Murphysboro, IL62966.0",,
11,"1 Lakeview Road,",Lakeview Ranch,"Gays, IL",61928.0,137,https://www.mhvillage.com/parks/74510,61928.0,"1 Lakeview Road,Gays, IL61928.0",,
12,"1 Maple City Trailer Ct,",Maple City Mobile Home Park,"Geneseo, IL",61254.0,39,https://www.mhvillage.com/parks/10582,61254.0,"1 Maple City Trailer Ct,Geneseo, IL61254.0",,
13,"1 Maple Valley,",Maple Ridge Mobile Home Park,"Manteno, IL",60950.0,276,https://www.mhvillage.com/parks/57826,60950.0,"1 Maple Valley,Manteno, IL60950.0",,
14,"1 N Walnut St,",Harris Mobile Home Court,"Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11387,62243.0,"1 N Walnut St,Freeburg, IL62243.0",,
15,"1 Parkview Trailer Court,",Parkview Mobile Home Court,"Tuscola, IL",61953.0,30,https://www.mhvillage.com/parks/10468,61953.0,"1 Parkview Trailer Court,Tuscola, IL61953.0",,
16,"1 Pheasant Circle,",Pheasant Lake Estates,"Beecher, IL",60401.0,613,https://www.mhvillage.com/parks/87,60401.0,"1 Pheasant Circle,Beecher, IL60401.0",,
17,"1 Saddlebrook Drive,",Saddlebrook Farms,"Grayslake, IL",60030.0,1775,https://www.mhvillage.com/parks/75235,60030.0,"1 Saddlebrook Drive,Grayslake, IL60030.0",,
18,"1 Silver Circle,",Maple Valley,"Manteno, IL",60950.0,201,https://www.mhvillage.com/parks/10713,60950.0,"1 Silver Circle,Manteno, IL60950.0",,
19,"1 Timber Creek Drive,",Villas Of Timber Creek,"Round Lake, IL",60073.0,247,https://www.mhvillage.com/parks/10813,60073.0,"1 Timber Creek Drive,Round Lake, IL60073.0",,
20,"1 Wheel Ranch Park,",Wheel Ranch Mobile Home Park,"Glen Carbon, IL",62034.0,32,https://www.mhvillage.com/parks/10945,62034.0,"1 Wheel Ranch Park,Glen Carbon, IL62034.0",,
21,"10 Susanne Court,",Countryside Gardens,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11344,62232.0,"10 Susanne Court,Caseyville, IL62232.0",,
22,"100 First Street,",Spring Lake Mobile Home Estates,"Bartlett, IL",60103.0,511,https://www.mhvillage.com/parks/10341,60103.0,"100 First Street,Bartlett, IL60103.0",,
23,"100 Forest View Drive,",Forest View Manor Manufactured Home Park,"Genoa, IL",60135.0,100,https://www.mhvillage.com/parks/10439,60135.0,"100 Forest View Drive,Genoa, IL60135.0",,
24,"100 Julius Dr.,",Valley View Estates,"Shiloh, IL",62269.0,233,https://www.mhvillage.com/parks/11690,62269.0,"100 Julius Dr.,Shiloh, IL62269.0",,
25,"100 N Rolling Green Lane,",Rolling Green Estates,"Rochelle, IL",61068.0,86,https://www.mhvillage.com/parks/11132,61068.0,"100 N Rolling Green Lane,Rochelle, IL61068.0",,
26,"100 Pinewood Estates,",Pinewood Estates,"Chillicothe, IL",61523.0,206,https://www.mhvillage.com/parks/11141,61523.0,"100 Pinewood Estates,Chillicothe, IL61523.0",,
27,"100 S Main St,",Buffalo Court,"Buffalo, IL",62515.0,23,https://www.mhvillage.com/parks/106886,62515.0,"100 S Main St,Buffalo, IL62515.0",,
28,"100 S Main St,",Niantic Mobile Home Community,"Niantic, IL",62551.0,Not found,https://www.mhvillage.com/parks/106932,62551.0,"100 S Main St,Niantic, IL62551.0",,
29,"100 S Wesley Dr,",Neumann's Old Oak Ridge Manufactured Home Community,"East Alton, IL",62024.0,54,https://www.mhvillage.com/parks/10951,62024.0,"100 S Wesley Dr,East Alton, IL62024.0",,
30,"100 Tanglewood Dr.,",Knollwood Estates Manufactured Home Community,"Freeport, IL",61032.0,300,https://www.mhvillage.com/parks/11426,61032.0,"100 Tanglewood Dr.,Freeport, IL61032.0",,
31,"1000 East Kinzie Street,",Hilltop Mobile Home Park,"Riverton, IL",62561.0,170,https://www.mhvillage.com/parks/11246,62561.0,"1000 East Kinzie Street,Riverton, IL62561.0",,
32,"1000 West South 10th Street,",Sunnyside Mobile Estates,"Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/11303,62565.0,"1000 West South 10th Street,Shelbyville, IL62565.0",,
33,"1001 Evans St,",Kings Mobile Home Court,"Ottawa, IL",61350.0,Not found,https://www.mhvillage.com/parks/57762,61350.0,"1001 Evans St,Ottawa, IL61350.0",,
34,"10015 North Wolf Creek Road,",Hickory Leaf Mobile Home Park,"Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/11594,62918.0,"10015 North Wolf Creek Road,Carterville, IL62918.0",,
35,"1005 West Lafayette Street,",Sugar Creek Mobile Home Community,"Watseka, IL",60970.0,46,https://www.mhvillage.com/parks/10594,60970.0,"1005 West Lafayette Street,Watseka, IL60970.0",,
36,"10055 Us Hwy 45,",Green Acres MHC,"Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106842,61938.0,"10055 Us Hwy 45,Mattoon, IL61938.0",,
37,"1006 E Franklin St,",Big Oak Mh Park,"Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57669,62568.0,"1006 E Franklin St,Taylorville, IL62568.0",,
38,"1008 E Main St,",East Main Trailer Park,"Knoxville, IL",61448.0,Not found,https://www.mhvillage.com/parks/57847,61448.0,"1008 E Main St,Knoxville, IL61448.0",,
39,"1009 W. Bay Road, Office #24,",Harbor Lites,"McHenry, IL",60051.0,50,https://www.mhvillage.com/parks/11047,60051.0,"1009 W. Bay Road, Office #24,McHenry, IL60051.0",,
40,"101 Dewey Street,","Surbana Estates MHC, LLC","Urbana, IL",61802.0,95,https://www.mhvillage.com/parks/10262,61802.0,"101 Dewey Street,Urbana, IL61802.0",,
41,"101 E 1st St,",Henry's Court Mobile Home Park,"Ruma, IL",62278.0,Not found,https://www.mhvillage.com/parks/107004,62278.0,"101 E 1st St,Ruma, IL62278.0",,
42,"101 Harting Drive,",Centralia Estates,"Centralia, IL",62801.0,20,https://www.mhvillage.com/parks/128976,62801.0,"101 Harting Drive,Centralia, IL62801.0",,
43,"101 W. Pearl St.,",sold,"Farmington, IL",61531.0,55,https://www.mhvillage.com/parks/10538,61531.0,"101 W. Pearl St.,Farmington, IL61531.0",,
44,"102 Filbert Drive,",Meadows Of Bloomington,"Bloomington, IL",61705.0,190,https://www.mhvillage.com/parks/11057,61705.0,"102 Filbert Drive,Bloomington, IL61705.0",,
45,"1020 Birch Avenue,",Park Manor,"Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/10271,62557.0,"1020 Birch Avenue,Pana, IL62557.0",,
46,"1020 West 6th Avenue,",Cokel's Mobile Home Park,"Monmouth, IL",61462.0,Not found,https://www.mhvillage.com/parks/11518,61462.0,"1020 West 6th Avenue,Monmouth, IL61462.0",,
47,"1027 East Railroad Street,",Sandwich Mobile Home Park,"Sandwich, IL",60548.0,Not found,https://www.mhvillage.com/parks/10445,60548.0,"1027 East Railroad Street,Sandwich, IL60548.0",,
48,"1028 Blue Lake Avenue,",Rockford Mobile Home Park,"Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/11639,61102.0,"1028 Blue Lake Avenue,Rockford, IL61102.0",,
49,"103 Hollyhock Lane,",Broadview Communities Lake Wildwind,"Metamora, IL",61548.0,140,https://www.mhvillage.com/parks/11658,61548.0,"103 Hollyhock Lane,Metamora, IL61548.0",,
50,"103 Southern Dr,",Mc Nallys Mh Community,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11345,62232.0,"103 Southern Dr,Caseyville, IL62232.0",,
51,"1030 Us Route 45,",J & L Estates,"Neoga, IL",62447.0,110,https://www.mhvillage.com/parks/1541,62447.0,"1030 Us Route 45,Neoga, IL62447.0",,
52,"1032 South 7th Street,",Southmoor Estates Manufactured Home Community,"Dekalb, IL",60115.0,100,https://www.mhvillage.com/parks/10438,60115.0,"1032 South 7th Street,Dekalb, IL60115.0",,
53,"1033 E Morton Ave,",Pleasant View Mobile Home Park,"Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/57855,62650.0,"1033 E Morton Ave,Jacksonville, IL62650.0",,
54,"1035 Rim Rd,",Mission Mobil Park,"Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57735,62305.0,"1035 Rim Rd,Quincy, IL62305.0",,
55,"1037 East Water Street,",Oakridge Park,"Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/10859,61764.0,"1037 East Water Street,Pontiac, IL61764.0",,
56,"1039 W Main St,",B & East Mobile Home Court,"Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/57771,62450.0,"1039 W Main St,Olney, IL62450.0",,
57,"104 East Woodcrest Drive,",Carriage Lane Mobile Home Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10935,62234.0,"104 East Woodcrest Drive,Collinsville, IL62234.0",,
58,"104 Enterprise Dr,",All Seasons,"Chenoa, IL",61726.0,Not found,https://www.mhvillage.com/parks/106788,61726.0,"104 Enterprise Dr,Chenoa, IL61726.0",,
59,"104 Greenwood Ave,",Greenwood Terrace,"Bloomington, IL",61704.0,97,https://www.mhvillage.com/parks/11053,61704.0,"104 Greenwood Ave,Bloomington, IL61704.0",,
60,"1040 42nd Avenue,",Village on the Avenue,"East Moline, IL",61244.0,Not found,https://www.mhvillage.com/parks/11209,61244.0,"1040 42nd Avenue,East Moline, IL61244.0",,
61,"10401 Southwest Highway,",Southwest Estates,"Worth, IL",60482.0,111,https://www.mhvillage.com/parks/10423,60482.0,"10401 Southwest Highway,Worth, IL60482.0",,
62,"1042 East Morton Avenue,",Rolling Acres,"Jacksonville, IL",62650.0,156,https://www.mhvillage.com/parks/11113,62650.0,"1042 East Morton Avenue,Jacksonville, IL62650.0",,
63,"1042 W Rush Rd,",Woodland Valley Courts,"Hanover, IL",61041.0,Not found,https://www.mhvillage.com/parks/57872,61041.0,"1042 W Rush Rd,Hanover, IL61041.0",,
64,"1045 West Harrison Avenue,",Harrison Mobile Home Park,"Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10883,62526.0,"1045 West Harrison Avenue,Decatur, IL62526.0",,
65,"105 Ann St,",Paris Mh Park,"Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/57757,61944.0,"105 Ann St,Paris, IL61944.0",,
66,"10557 N Route 50,",Harvest Estates,"Manteno, IL",60950.0,Not found,https://www.mhvillage.com/parks/106826,60950.0,"10557 N Route 50,Manteno, IL60950.0",,
67,"10557 North State Route 50,",Bill's Mobile Court,"Manteno, IL",60950.0,Not found,https://www.mhvillage.com/parks/10707,60950.0,"10557 North State Route 50,Manteno, IL60950.0",,
68,"10576 Keck Rd,",Cottonwood Trailer Park,"Saint Jacob, IL",62281.0,Not found,https://www.mhvillage.com/parks/107290,62281.0,"10576 Keck Rd,Saint Jacob, IL62281.0",,
69,"106 East Jefferson Street,",Imperial MHP,"Shorewood, IL",60404.0,184,https://www.mhvillage.com/parks/36813,60404.0,"106 East Jefferson Street,Shorewood, IL60404.0",,
70,"10620 1st Street West,",Oak Grove Mobile Home Park,"Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11219,61264.0,"10620 1st Street West,Milan, IL61264.0",,
71,"107 N Grant,",G&C Estates,"Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107046,61875.0,"107 N Grant,Seymour, IL61875.0",,
72,"108 Fairview Avenue,",Fairview Mobile Home Park,"East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/11438,61611.0,"108 Fairview Avenue,East Peoria, IL61611.0",,
73,"1085 Spring Bay Road,",Broadview Estates East Peoria,"East Peoria, IL",61611.0,148,https://www.mhvillage.com/parks/11439,61611.0,"1085 Spring Bay Road,East Peoria, IL61611.0",,
74,"109 South High Street,",Shiloh Mobile Home Park,"O Fallon, IL",62269.0,52,https://www.mhvillage.com/parks/11419,62269.0,"109 South High Street,O Fallon, IL62269.0",,
75,"109 South Pearl Street,",Whitehouse Mobile Home Park,"Atkinson, IL",61235.0,25,https://www.mhvillage.com/parks/37543,61235.0,"109 South Pearl Street,Atkinson, IL61235.0",,
76,"10978 East Fisher Road,",Shangri La Mobile Home Park,"Rochelle, IL",61068.0,165,https://www.mhvillage.com/parks/11133,61068.0,"10978 East Fisher Road,Rochelle, IL61068.0",,
77,"1099 Oak Ridge Drive,",Oak Ridge,"Manteno, IL",60950.0,426,https://www.mhvillage.com/parks/39079,60950.0,"1099 Oak Ridge Drive,Manteno, IL60950.0",,
78,"11 Fern Lane,",Airline Mh Village,"East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10947,62024.0,"11 Fern Lane,East Alton, IL62024.0",,
79,"110 6th St,",Quinns Mobile Home Park,"Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/58037,62231.0,"110 6th St,Carlyle, IL62231.0",,
80,"110 N Acre Ln # 450,",Watkins Mobile Home Park,"Jonesboro, IL",62952.0,Not found,https://www.mhvillage.com/parks/57850,62952.0,"110 N Acre Ln # 450,Jonesboro, IL62952.0",,
81,"1100 Carondelet Road,",Chateau Estates,"Dixon, IL",61021.0,160,https://www.mhvillage.com/parks/10839,61021.0,"1100 Carondelet Road,Dixon, IL61021.0",,
82,"1100 Gragg St,",Town And Country Mh Park,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/10992,62801.0,"1100 Gragg St,Centralia, IL62801.0",,
83,"1100 North Postville Drive,",Shady Grove Mobile Park,"Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10867,62656.0,"1100 North Postville Drive,Lincoln, IL62656.0",,
84,"1100 Rural St,",Margarets Hi-Acre,"Aurora, IL",60505.0,100,https://www.mhvillage.com/parks/58112,60505.0,"1100 Rural St,Aurora, IL60505.0",,
85,"1100 W Locust St.,",Woodland Hills Land Lease Community,"Canton, IL",61520.0,131,https://www.mhvillage.com/parks/10534,61520.0,"1100 W Locust St.,Canton, IL61520.0",,
86,"1100 W Sturgeon Ln,",Maplewood Mobile Estates,"Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/57996,61523.0,"1100 W Sturgeon Ln,Chillicothe, IL61523.0",,
87,"1104 N Lott Blvd,",Carriage Lane Mobile Home Park,"Gibson City, IL",60936.0,46,https://www.mhvillage.com/parks/10510,60936.0,"1104 N Lott Blvd,Gibson City, IL60936.0",,
88,"1105 North 79th Street,",K & W,"East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11368,62203.0,"1105 North 79th Street,East Saint Louis, IL62203.0",,
89,"1106 Lickliter Street,",Section Two Trailer Park,"Benton, IL",62812.0,Not found,https://www.mhvillage.com/parks/10516,62812.0,"1106 Lickliter Street,Benton, IL62812.0",,
90,"1106-1218 Rim Road,",Valley View Mobile Home Park,"Quincy, IL",62305.0,54,https://www.mhvillage.com/parks/10146,62305.0,"1106-1218 Rim Road,Quincy, IL62305.0",,
91,"111 New St,",Evergreen Estates,"Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/107000,62274.0,"111 New St,Pinckneyville, IL62274.0",,
92,"111 South 13th Avenue,",Mendota Mobile Home Park,"Mendota, IL",61342.0,75,https://www.mhvillage.com/parks/10752,61342.0,"111 South 13th Avenue,Mendota, IL61342.0",,
93,"1110 Sandusky Rd.,",Northwood,"Jacksonville, IL",62650.0,176,https://www.mhvillage.com/parks/11725,62650.0,"1110 Sandusky Rd.,Jacksonville, IL62650.0",,
94,"11122 Station Street,",Paradise Park,"Garden Prairie, IL",61038.0,270,https://www.mhvillage.com/parks/105900,61038.0,"11122 Station Street,Garden Prairie, IL61038.0",,
95,"1116 South West Street,",Olney Mobile Home Park,"Olney, IL",62450.0,48,https://www.mhvillage.com/parks/11199,62450.0,"1116 South West Street,Olney, IL62450.0",,
96,"112 Wallace Avenue,",Briggs Mobile Home Park,"Dupo, IL",62239.0,14,https://www.mhvillage.com/parks/11349,62239.0,"112 Wallace Avenue,Dupo, IL62239.0",,
97,"1120 North 79th Street,",Park Manor Estates,"East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11374,62203.0,"1120 North 79th Street,East Saint Louis, IL62203.0",,
98,"113 Chestnut Street,",JD Singleton Mobile Home Court,"Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10871,62656.0,"113 Chestnut Street,Lincoln, IL62656.0",,
99,"1134 E Pleasant Hill Rd,",Bush Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58052,62902.0,"1134 E Pleasant Hill Rd,Carbondale, IL62902.0",,
100,"114 Hidden Acres Road,",Hidden Acres Mobile Home Park,"Metropolis, IL",62960.0,39,https://www.mhvillage.com/parks/11716,62960.0,"114 Hidden Acres Road,Metropolis, IL62960.0",,
101,"1140 North Century Boulevard,",Abe's Estates,"Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10213,61866.0,"1140 North Century Boulevard,Rantoul, IL61866.0",,
102,"1147 Rural Street,",Breazeale Trailer Park,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/10676,60505.0,"1147 Rural Street,Aurora, IL60505.0",,
103,"1149 South Mill Street,",Nashville Mobile Home Park,"Nashville, IL",62263.0,64,https://www.mhvillage.com/parks/11525,62263.0,"1149 South Mill Street,Nashville, IL62263.0",,
104,"115 E Main St,",Three Acre Court,"Staunton, IL",62088.0,Not found,https://www.mhvillage.com/parks/57685,62088.0,"115 E Main St,Staunton, IL62088.0",,
105,"1150 Briden Drive,",Indian Trails,"Marengo, IL",60152.0,167,https://www.mhvillage.com/parks/11045,60152.0,"1150 Briden Drive,Marengo, IL60152.0",,
106,"1166 Hollywood Heights Road,",Willow Woods Estates,"Caseyville, IL",62232.0,41,https://www.mhvillage.com/parks/11347,62232.0,"1166 Hollywood Heights Road,Caseyville, IL62232.0",,
107,"1168 N Grove St,",Gas Lite Village,"Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/106770,62690.0,"1168 N Grove St,Virden, IL62690.0",,
108,"11701 S Ridgeland Ave,",Arrow Ridge Estates,"Worth, IL",60482.0,93,https://www.mhvillage.com/parks/75081,60482.0,"11701 S Ridgeland Ave,Worth, IL60482.0",,
109,"11707 North 2nd Street,",Forest View,"Machesney Park, IL",61115.0,331,https://www.mhvillage.com/parks/104511,61115.0,"11707 North 2nd Street,Machesney Park, IL61115.0",,
110,"11725 Sourth Ridgeland Avenue,",Arrow Mobile Home Park,"Worth, IL",60482.0,120,https://www.mhvillage.com/parks/10421,60482.0,"11725 Sourth Ridgeland Avenue,Worth, IL60482.0",,
111,"11750 South Homan Avenue,",Oak Lane Mobile Home Park,"Merrionette Park, IL",60803.0,223,https://www.mhvillage.com/parks/10359,60803.0,"11750 South Homan Avenue,Merrionette Park, IL60803.0",,
112,"119 Hiatt Ln,",Hiatt's Hide-Away,"East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/106688,61611.0,"119 Hiatt Ln,East Peoria, IL61611.0",,
113,"119 Walnut St NE,",Franklin & Franklin Mh Park,"Clay City, IL",62824.0,Not found,https://www.mhvillage.com/parks/57990,62824.0,"119 Walnut St NE,Clay City, IL62824.0",,
114,"11th St &Amp; E St,",East Street Mobile Home Park,"Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107396,61250.0,"11th St &Amp; E St,Erie, IL61250.0",,
115,"12 Chrissy Drive,",Jon's Estates,"Sandwich, IL",60548.0,35,https://www.mhvillage.com/parks/10444,60548.0,"12 Chrissy Drive,Sandwich, IL60548.0",,
116,"12 Coachlight Drive,",Coach Light Mobile Home Park,"Danville, IL",61832.0,44,https://www.mhvillage.com/parks/11459,61832.0,"12 Coachlight Drive,Danville, IL61832.0",,
117,"120 North Cherokee Street,",Bailey Park,"Taylorville, IL",62568.0,41,https://www.mhvillage.com/parks/10279,62568.0,"120 North Cherokee Street,Taylorville, IL62568.0",,
118,"1200 E 9th St,",Oakview Mobile Home Park,"West Frankfort, IL",62896.0,Not found,https://www.mhvillage.com/parks/57628,62896.0,"1200 E 9th St,West Frankfort, IL62896.0",,
119,"1200 N Division St,",Hi-Way Mh Park,"Harvard, IL",60033.0,Not found,https://www.mhvillage.com/parks/57867,60033.0,"1200 N Division St,Harvard, IL60033.0",,
120,"1200 South 28th Street,",Parkview Mobile Home Park,"Mount Vernon, IL",62864.0,Not found,https://www.mhvillage.com/parks/10657,62864.0,"1200 South 28th Street,Mount Vernon, IL62864.0",,
121,"1200 West Blvd,",Oak Park Estates,"Belleville, IL",62221.0,85,https://www.mhvillage.com/parks/11691,62221.0,"1200 West Blvd,Belleville, IL62221.0",,
122,"1202 Perrysville Avenue,",Danville Mobile Home Park,"Danville, IL",61832.0,110,https://www.mhvillage.com/parks/11462,61832.0,"1202 Perrysville Avenue,Danville, IL61832.0",,
123,"1202 W Broadway,",Heartland Manor M H C,"Steeleville, IL",62288.0,Not found,https://www.mhvillage.com/parks/57683,62288.0,"1202 W Broadway,Steeleville, IL62288.0",,
124,"1207 East Pleasant Hill Road,",Frost Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/10613,62902.0,"1207 East Pleasant Hill Road,Carbondale, IL62902.0",,
125,"1209 West Cherry Street,",Quiet Lane Mobile Home Park,"Robinson, IL",62454.0,30,https://www.mhvillage.com/parks/10427,62454.0,"1209 West Cherry Street,Robinson, IL62454.0",,
126,"1210 Dowining Street,",Hyde Park Manufactured Housing Community,"Decatur, IL",62521.0,182,https://www.mhvillage.com/parks/10884,62521.0,"1210 Dowining Street,Decatur, IL62521.0",,
127,"1211 West Locust Street,",Bel-Bo Mobile Home Park,"Belvidere, IL",61008.0,Not found,https://www.mhvillage.com/parks/10162,61008.0,"1211 West Locust Street,Belvidere, IL61008.0",,
128,"1212 Epsilon Street,",Maple Grove Estates,"Bloomington, IL",61701.0,218,https://www.mhvillage.com/parks/11056,61701.0,"1212 Epsilon Street,Bloomington, IL61701.0",,
129,"1214 12th St,",Dunbar Mobile Home Park,"Erie, IL",61250.0,Not found,https://www.mhvillage.com/parks/107130,61250.0,"1214 12th St,Erie, IL61250.0",,
130,"1214-1224 Sycamore St,",Sycamore Street MHP,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/107418,62801.0,"1214-1224 Sycamore St,Centralia, IL62801.0",,
131,"1215 E Washington St,",Washington Park MHP,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/106992,61455.0,"1215 E Washington St,Macomb, IL61455.0",,
132,"1215 Price St,",Hildy Mobile Home Park,"Morris, IL",60450.0,Not found,https://www.mhvillage.com/parks/106920,60450.0,"1215 Price St,Morris, IL60450.0",,
133,"1219 N 20th St,",Meadow Vista MHP,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/106222,62966.0,"1219 N 20th St,Murphysboro, IL62966.0",,
134,"1219 N Cheney St,",Cherry Wood Trailer Park,"Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57668,62568.0,"1219 N Cheney St,Taylorville, IL62568.0",,
135,"122 Greenwood Ave,",Hillcrest Mobile Manor,"Bloomington, IL",61704.0,80,https://www.mhvillage.com/parks/11054,61704.0,"122 Greenwood Ave,Bloomington, IL61704.0",,
136,"1220 Hinckley St,",Patterson Mh Park,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/58111,60505.0,"1220 Hinckley St,Aurora, IL60505.0",,
137,"1220 Rim Road,",Quincy View,"Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/128988,62305.0,"1220 Rim Road,Quincy, IL62305.0",,
138,"1225 4H Park Road,",Vermillion Estates,"Pontiac, IL",61764.0,140,https://www.mhvillage.com/parks/10863,61764.0,"1225 4H Park Road,Pontiac, IL61764.0",,
139,"1226 Portland Ave,",Kesler Trailer Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57970,62234.0,"1226 Portland Ave,Collinsville, IL62234.0",,
140,"1230 21st St,",Simonson Cove,"Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/107172,62656.0,"1230 21st St,Lincoln, IL62656.0",,
141,"1235 East Pershing Road,",Turk's Mobile Home Park,"Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10891,62526.0,"1235 East Pershing Road,Decatur, IL62526.0",,
142,"12357 South Ashland Avenue,",Century Mobile Home Park,"Calumet Park, IL",60827.0,Not found,https://www.mhvillage.com/parks/10355,60827.0,"12357 South Ashland Avenue,Calumet Park, IL60827.0",,
143,"1236 North Oaklane Road Lot 317,",Lincoln Place,"Springfield, IL",62707.0,322,https://www.mhvillage.com/parks/11270,62707.0,"1236 North Oaklane Road Lot 317,Springfield, IL62707.0",,
144,"1237 Perrysville Road,",St Clair Mobile Home Park,"Danville, IL",61832.0,50,https://www.mhvillage.com/parks/11478,61832.0,"1237 Perrysville Road,Danville, IL61832.0",,
145,"124 Apple St,",Pleasant Acres Living Spaces,"Vienna, IL",62995.0,Not found,https://www.mhvillage.com/parks/57651,62995.0,"124 Apple St,Vienna, IL62995.0",,
146,"1244 N Main St,",Sutton Place,"Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/106870,61944.0,"1244 N Main St,Paris, IL61944.0",,
147,"1251 Lauren Drive,",Triangle Manufactured Home Community,"Sandwich, IL",60548.0,72,https://www.mhvillage.com/parks/10446,60548.0,"1251 Lauren Drive,Sandwich, IL60548.0",,
148,"1268 E Pleasant Hill Rd,",Oak Hills Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58046,62902.0,"1268 E Pleasant Hill Rd,Carbondale, IL62902.0",,
149,"1285 E Pleasant Hill Rd,",Southwood Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58043,62902.0,"1285 E Pleasant Hill Rd,Carbondale, IL62902.0",,
